date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
9/15/2009,Wheat - Retail,KG,cereals and tubers,17.2,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
10/15/2009,Wheat - Retail,KG,cereals and tubers,17.14,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
11/15/2009,Wheat - Retail,KG,cereals and tubers,17.14,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
12/15/2009,Wheat - Retail,KG,cereals and tubers,16.06,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
1/15/2010,Wheat - Retail,KG,cereals and tubers,14.825,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
2/15/2010,Wheat - Retail,KG,cereals and tubers,14.6,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
3/15/2010,Wheat - Retail,KG,cereals and tubers,14.5,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
4/15/2010,Wheat - Retail,KG,cereals and tubers,14.325,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
5/15/2010,Wheat - Retail,KG,cereals and tubers,14.3,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
6/15/2010,Wheat - Retail,KG,cereals and tubers,13.9,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
7/15/2010,Wheat - Retail,KG,cereals and tubers,13.9,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
8/15/2010,Wheat - Retail,KG,cereals and tubers,15.2,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
9/15/2010,Wheat - Retail,KG,cereals and tubers,17.2,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
10/15/2010,Wheat - Retail,KG,cereals and tubers,17.2,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
11/15/2010,Wheat - Retail,KG,cereals and tubers,17.2,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
12/15/2010,Wheat - Retail,KG,cereals and tubers,18.6,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
1/15/2011,Wheat - Retail,KG,cereals and tubers,18.6,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
2/15/2011,Wheat - Retail,KG,cereals and tubers,18.6,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
3/15/2011,Wheat - Retail,KG,cereals and tubers,18.6,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
4/15/2011,Wheat - Retail,KG,cereals and tubers,19.65,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
5/15/2011,Wheat - Retail,KG,cereals and tubers,24,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
6/15/2011,Wheat - Retail,KG,cereals and tubers,22.325,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
7/15/2011,Wheat - Retail,KG,cereals and tubers,23,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
8/15/2011,Wheat - Retail,KG,cereals and tubers,23,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
9/15/2011,Wheat - Retail,KG,cereals and tubers,21.25,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
10/15/2011,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
11/15/2011,Wheat - Retail,KG,cereals and tubers,21.75,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
12/15/2011,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
1/15/2012,Wheat - Retail,KG,cereals and tubers,22.075,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
2/15/2012,Wheat - Retail,KG,cereals and tubers,22,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
3/15/2012,Wheat - Retail,KG,cereals and tubers,21,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
4/15/2012,Wheat - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
5/15/2012,Wheat - Retail,KG,cereals and tubers,18.5,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
6/15/2012,Wheat - Retail,KG,cereals and tubers,18.2833,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
7/15/2012,Wheat - Retail,KG,cereals and tubers,17,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
8/15/2012,Wheat - Retail,KG,cereals and tubers,17,AFN,Afghanistan,Badakhshan,272,Fayzabad,266,84,15,5,1,266_84_15_5,
